,index,Product,High,Low,Last,Avg,Volume,date,day,month,year,hour,time,datetime,weekday,days_for_aggregation,price(EUR/KWh)
639,618,PH-20190202-15(X),"52,50","47,10","47,10",49.53,"540,60",2019-02-02 00:00:00,2,2,2019,15,15:00:00,2019-02-02 15:00:00,5,26,0.049530000000000005
640,619,PH-20190202-16(X),"54,00","45,40","45,70",48.75,"610,50",2019-02-02 00:00:00,2,2,2019,16,16:00:00,2019-02-02 16:00:00,5,26,0.04875
641,620,PH-20190202-17(X),"56,00","46,30","51,81",49.98,"654,80",2019-02-02 00:00:00,2,2,2019,17,17:00:00,2019-02-02 17:00:00,5,26,0.04998
642,621,PH-20190202-18(X),"60,90","54,90","58,00",58.38,"964,80",2019-02-02 00:00:00,2,2,2019,18,18:00:00,2019-02-02 18:00:00,5,26,0.05838
643,622,PH-20190202-19(X),"60,20","55,20","55,30",58.34,"768,40",2019-02-02 00:00:00,2,2,2019,19,19:00:00,2019-02-02 19:00:00,5,26,0.05834
644,623,PH-20190202-20(X),"59,00","53,30","55,89",56.36,"1273,40",2019-02-02 00:00:00,2,2,2019,20,20:00:00,2019-02-02 20:00:00,5,26,0.05636
645,624,PH-20190202-21(X),"55,00","49,40","54,02",52.35,"801,60",2019-02-02 00:00:00,2,2,2019,21,21:00:00,2019-02-02 21:00:00,5,26,0.05235
646,625,PH-20190202-22(X),"52,40","46,50","52,40",48.83,"1155,00",2019-02-02 00:00:00,2,2,2019,22,22:00:00,2019-02-02 22:00:00,5,26,0.04883
647,626,PH-20190202-23(X),"51,00","45,80","49,99",48.03,"955,30",2019-02-02 00:00:00,2,2,2019,23,23:00:00,2019-02-02 23:00:00,5,26,0.04803
648,627,PH-20190203-24(X),"49,70","33,70","36,60",38.95,"657,60",2019-02-03 00:00:00,3,2,2019,0,00:00:00,2019-02-03 00:00:00,6,27,0.038950000000000005
649,628,PH-20190203-01(X),"46,89","40,90","46,89",42.91,"556,50",2019-02-03 00:00:00,3,2,2019,1,01:00:00,2019-02-03 01:00:00,6,27,0.04291
650,629,PH-20190203-02(X),"43,00","36,20","41,81",39.76,"742,70",2019-02-03 00:00:00,3,2,2019,2,02:00:00,2019-02-03 02:00:00,6,27,0.03976
651,630,PH-20190203-03(X),"42,40","35,60","39,52",39.43,"1493,20",2019-02-03 00:00:00,3,2,2019,3,03:00:00,2019-02-03 03:00:00,6,27,0.03943
652,631,PH-20190203-04(X),"40,88","35,61","36,98",38.81,"1053,50",2019-02-03 00:00:00,3,2,2019,4,04:00:00,2019-02-03 04:00:00,6,27,0.038810000000000004
653,632,PH-20190203-05(X),"40,00","33,00","38,30",37.12,"936,80",2019-02-03 00:00:00,3,2,2019,5,05:00:00,2019-02-03 05:00:00,6,27,0.03712
654,633,PH-20190203-06(X),"39,70","33,70","36,60",37.73,"937,50",2019-02-03 00:00:00,3,2,2019,6,06:00:00,2019-02-03 06:00:00,6,27,0.03773
655,634,PH-20190203-07(X),"41,99","33,69","37,90",38.63,"782,60",2019-02-03 00:00:00,3,2,2019,7,07:00:00,2019-02-03 07:00:00,6,27,0.038630000000000005
656,635,PH-20190203-08(X),"41,99","32,30","35,60",35.93,"872,90",2019-02-03 00:00:00,3,2,2019,8,08:00:00,2019-02-03 08:00:00,6,27,0.03593
657,636,PH-20190203-09(X),"44,80","37,40","41,40",41.41,"272,80",2019-02-03 00:00:00,3,2,2019,9,09:00:00,2019-02-03 09:00:00,6,27,0.041409999999999995
658,637,PH-20190203-10(X),"49,29","44,20","49,29",46.36,"436,50",2019-02-03 00:00:00,3,2,2019,10,10:00:00,2019-02-03 10:00:00,6,27,0.04636
659,638,PH-20190203-11(X),"52,80","48,20","49,00",50.2,"523,70",2019-02-03 00:00:00,3,2,2019,11,11:00:00,2019-02-03 11:00:00,6,27,0.0502
660,639,PH-20190203-12(X),"51,80","48,20","50,80",50.03,"596,30",2019-02-03 00:00:00,3,2,2019,12,12:00:00,2019-02-03 12:00:00,6,27,0.05003
661,640,PH-20190203-13(X),"49,56","43,10","47,60",46.55,"315,10",2019-02-03 00:00:00,3,2,2019,13,13:00:00,2019-02-03 13:00:00,6,27,0.046549999999999994
662,641,PH-20190203-14(X),"49,90","43,00","46,80",44.89,"228,60",2019-02-03 00:00:00,3,2,2019,14,14:00:00,2019-02-03 14:00:00,6,27,0.04489
663,642,PH-20190203-15(X),"49,95","40,78","48,90",46.91,"549,60",2019-02-03 00:00:00,3,2,2019,15,15:00:00,2019-02-03 15:00:00,6,27,0.04690999999999999
664,643,PH-20190203-16(X),"51,90","36,51","51,50",48.53,"887,90",2019-02-03 00:00:00,3,2,2019,16,16:00:00,2019-02-03 16:00:00,6,27,0.048530000000000004
665,644,PH-20190203-17(X),"51,00","40,78","47,70",48.15,"553,20",2019-02-03 00:00:00,3,2,2019,17,17:00:00,2019-02-03 17:00:00,6,27,0.04815
666,645,PH-20190203-18(X),"57,40","50,80","57,40",54.63,"490,00",2019-02-03 00:00:00,3,2,2019,18,18:00:00,2019-02-03 18:00:00,6,27,0.054630000000000005
667,646,PH-20190203-19(X),"63,10","56,50","58,60",60.03,"479,90",2019-02-03 00:00:00,3,2,2019,19,19:00:00,2019-02-03 19:00:00,6,27,0.06003
668,647,PH-20190203-20(X),"60,70","53,20","56,30",56.9,"987,30",2019-02-03 00:00:00,3,2,2019,20,20:00:00,2019-02-03 20:00:00,6,27,0.0569
669,648,PH-20190203-21(X),"59,90","51,70","53,80",54.16,"565,10",2019-02-03 00:00:00,3,2,2019,21,21:00:00,2019-02-03 21:00:00,6,27,0.05416
670,649,PH-20190203-22(X),"54,10","48,15","50,50",51.16,"493,60",2019-02-03 00:00:00,3,2,2019,22,22:00:00,2019-02-03 22:00:00,6,27,0.05116
671,650,PH-20190203-23(X),"52,90","46,60","46,80",49.03,"759,90",2019-02-03 00:00:00,3,2,2019,23,23:00:00,2019-02-03 23:00:00,6,27,0.049030000000000004
672,651,PH-20190204-24(X),"40,39","22,35","39,69",38.32,"445,20",2019-02-04 00:00:00,4,2,2019,0,00:00:00,2019-02-04 00:00:00,0,28,0.03832
673,652,PH-20190204-01(X),"46,35","40,00","40,19",40.98,"71,70",2019-02-04 00:00:00,4,2,2019,1,01:00:00,2019-02-04 01:00:00,0,28,0.040979999999999996
674,653,PH-20190204-02(X),"44,02","36,81","39,90",41.01,"173,40",2019-02-04 00:00:00,4,2,2019,2,02:00:00,2019-02-04 02:00:00,0,28,0.04101
675,654,PH-20190204-03(X),"41,50","36,00","40,49",39.26,"257,70",2019-02-04 00:00:00,4,2,2019,3,03:00:00,2019-02-04 03:00:00,0,28,0.039259999999999996
676,655,PH-20190204-04(X),"38,90","34,80","36,90",36.64,"318,10",2019-02-04 00:00:00,4,2,2019,4,04:00:00,2019-02-04 04:00:00,0,28,0.03664
677,656,PH-20190204-05(X),"41,20","34,55","37,99",36.85,"417,90",2019-02-04 00:00:00,4,2,2019,5,05:00:00,2019-02-04 05:00:00,0,28,0.03685
678,657,PH-20190204-06(X),"42,50","37,45","42,50",39.81,"529,30",2019-02-04 00:00:00,4,2,2019,6,06:00:00,2019-02-04 06:00:00,0,28,0.039810000000000005
679,658,PH-20190204-07(X),"57,60","45,40","46,70",48.94,"528,70",2019-02-04 00:00:00,4,2,2019,7,07:00:00,2019-02-04 07:00:00,0,28,0.04894
680,659,PH-20190204-08(X),"63,90","59,20","59,20",61.81,"582,20",2019-02-04 00:00:00,4,2,2019,8,08:00:00,2019-02-04 08:00:00,0,28,0.061810000000000004
681,660,PH-20190204-09(X),"64,50","58,70","63,59",61.87,"479,40",2019-02-04 00:00:00,4,2,2019,9,09:00:00,2019-02-04 09:00:00,0,28,0.061869999999999994
682,661,PH-20190204-10(X),"63,20","54,50","60,50",59.66,"618,30",2019-02-04 00:00:00,4,2,2019,10,10:00:00,2019-02-04 10:00:00,0,28,0.05966
683,662,PH-20190204-11(X),"54,30","47,20","47,20",51.82,"318,10",2019-02-04 00:00:00,4,2,2019,11,11:00:00,2019-02-04 11:00:00,0,28,0.05182
684,663,PH-20190204-12(X),"49,20","42,80","45,30",46.03,"297,60",2019-02-04 00:00:00,4,2,2019,12,12:00:00,2019-02-04 12:00:00,0,28,0.04603
685,664,PH-20190204-13(X),"45,90","41,20","44,50",43.39,"422,00",2019-02-04 00:00:00,4,2,2019,13,13:00:00,2019-02-04 13:00:00,0,28,0.04339
686,665,PH-20190204-14(X),"48,40","40,20","43,02",44.18,"406,90",2019-02-04 00:00:00,4,2,2019,14,14:00:00,2019-02-04 14:00:00,0,28,0.04418
687,666,PH-20190204-15(X),"45,80","40,50","42,00",42.8,"628,20",2019-02-04 00:00:00,4,2,2019,15,15:00:00,2019-02-04 15:00:00,0,28,0.0428
688,667,PH-20190204-16(X),"50,29","43,40","50,10",46.87,"535,70",2019-02-04 00:00:00,4,2,2019,16,16:00:00,2019-02-04 16:00:00,0,28,0.046869999999999995
689,668,PH-20190204-17(X),"58,70","46,30","55,30",51.12,"804,60",2019-02-04 00:00:00,4,2,2019,17,17:00:00,2019-02-04 17:00:00,0,28,0.05112
690,669,PH-20190204-18(X),"58,00","49,50","55,55",54.39,"655,20",2019-02-04 00:00:00,4,2,2019,18,18:00:00,2019-02-04 18:00:00,0,28,0.05439
691,670,PH-20190204-19(X),"57,90","48,70","54,51",54.2,"851,90",2019-02-04 00:00:00,4,2,2019,19,19:00:00,2019-02-04 19:00:00,0,28,0.054200000000000005
692,671,PH-20190204-20(X),"52,49","44,20","52,48",49.09,"802,40",2019-02-04 00:00:00,4,2,2019,20,20:00:00,2019-02-04 20:00:00,0,28,0.04909
693,672,PH-20190204-21(X),"51,00","42,30","50,90",47.45,"924,60",2019-02-04 00:00:00,4,2,2019,21,21:00:00,2019-02-04 21:00:00,0,28,0.047450000000000006
694,673,PH-20190204-22(X),"47,80","35,70","46,01",44.93,"661,60",2019-02-04 00:00:00,4,2,2019,22,22:00:00,2019-02-04 22:00:00,0,28,0.04493
695,674,PH-20190204-23(X),"45,00","39,60","43,61",43.56,"553,10",2019-02-04 00:00:00,4,2,2019,23,23:00:00,2019-02-04 23:00:00,0,28,0.04356
696,675,PH-20190205-24(X),"48,49","43,40","44,90",45.79,"848,70",2019-02-05 00:00:00,5,2,2019,0,00:00:00,2019-02-05 00:00:00,1,29,0.04579
697,676,PH-20190205-01(X),"44,88","35,40","41,59",38.12,"162,00",2019-02-05 00:00:00,5,2,2019,1,01:00:00,2019-02-05 01:00:00,1,29,0.038119999999999994
698,677,PH-20190205-02(X),"44,88","35,15","42,40",38.58,"768,60",2019-02-05 00:00:00,5,2,2019,2,02:00:00,2019-02-05 02:00:00,1,29,0.038579999999999996
699,678,PH-20190205-03(X),"42,20","35,56","41,59",39.43,"509,00",2019-02-05 00:00:00,5,2,2019,3,03:00:00,2019-02-05 03:00:00,1,29,0.03943
700,679,PH-20190205-04(X),"43,29","37,00","43,29",39.48,"609,10",2019-02-05 00:00:00,5,2,2019,4,04:00:00,2019-02-05 04:00:00,1,29,0.039479999999999994
701,680,PH-20190205-05(X),"41,50","37,13","37,13",39.77,"470,60",2019-02-05 00:00:00,5,2,2019,5,05:00:00,2019-02-05 05:00:00,1,29,0.03977
702,681,PH-20190205-06(X),"43,60","38,01","43,40",41.35,"370,30",2019-02-05 00:00:00,5,2,2019,6,06:00:00,2019-02-05 06:00:00,1,29,0.041350000000000005
703,682,PH-20190205-07(X),"60,10","45,00","60,10",49.64,"205,00",2019-02-05 00:00:00,5,2,2019,7,07:00:00,2019-02-05 07:00:00,1,29,0.049640000000000004
704,683,PH-20190205-08(X),"64,79","58,00","64,00",62.37,"236,60",2019-02-05 00:00:00,5,2,2019,8,08:00:00,2019-02-05 08:00:00,1,29,0.062369999999999995
705,684,PH-20190205-09(X),"67,19","60,16","62,90",62.95,"586,40",2019-02-05 00:00:00,5,2,2019,9,09:00:00,2019-02-05 09:00:00,1,29,0.06295
706,685,PH-20190205-10(X),"67,40","59,70","66,60",64.06,"544,20",2019-02-05 00:00:00,5,2,2019,10,10:00:00,2019-02-05 10:00:00,1,29,0.06406
707,686,PH-20190205-11(X),"66,49","59,92","66,49",64.3,"491,90",2019-02-05 00:00:00,5,2,2019,11,11:00:00,2019-02-05 11:00:00,1,29,0.0643
708,687,PH-20190205-12(X),"66,70","60,88","63,90",63.88,"481,00",2019-02-05 00:00:00,5,2,2019,12,12:00:00,2019-02-05 12:00:00,1,29,0.06388
709,688,PH-20190205-13(X),"62,10","56,80","57,70",60.04,"628,80",2019-02-05 00:00:00,5,2,2019,13,13:00:00,2019-02-05 13:00:00,1,29,0.060039999999999996
710,689,PH-20190205-14(X),"60,20","55,00","59,99",58.01,"488,60",2019-02-05 00:00:00,5,2,2019,14,14:00:00,2019-02-05 14:00:00,1,29,0.05801
711,690,PH-20190205-15(X),"60,40","56,60","57,20",58.41,"649,40",2019-02-05 00:00:00,5,2,2019,15,15:00:00,2019-02-05 15:00:00,1,29,0.05841
712,691,PH-20190205-16(X),"61,00","56,10","57,99",58.56,"608,00",2019-02-05 00:00:00,5,2,2019,16,16:00:00,2019-02-05 16:00:00,1,29,0.05856
713,692,PH-20190205-17(X),"63,90","58,50","62,00",61.98,"753,50",2019-02-05 00:00:00,5,2,2019,17,17:00:00,2019-02-05 17:00:00,1,29,0.06197999999999999
714,693,PH-20190205-18(X),"65,69","60,50","62,00",64.06,"519,20",2019-02-05 00:00:00,5,2,2019,18,18:00:00,2019-02-05 18:00:00,1,29,0.06406
715,694,PH-20190205-19(X),"67,10","60,21","60,21",65.04,"593,60",2019-02-05 00:00:00,5,2,2019,19,19:00:00,2019-02-05 19:00:00,1,29,0.06504
716,695,PH-20190205-20(X),"66,60","61,60","64,99",64.15,"582,60",2019-02-05 00:00:00,5,2,2019,20,20:00:00,2019-02-05 20:00:00,1,29,0.06415000000000001
717,696,PH-20190205-21(X),"62,80","55,31","59,52",58.84,"837,40",2019-02-05 00:00:00,5,2,2019,21,21:00:00,2019-02-05 21:00:00,1,29,0.05884
718,697,PH-20190205-22(X),"52,90","47,20","52,08",50.93,"508,90",2019-02-05 00:00:00,5,2,2019,22,22:00:00,2019-02-05 22:00:00,1,29,0.05093
719,698,PH-20190205-23(X),"50,48","46,04","47,34",48.52,"907,70",2019-02-05 00:00:00,5,2,2019,23,23:00:00,2019-02-05 23:00:00,1,29,0.04852
720,699,PH-20190206-24(X),"52,98","45,40","50,10",48.76,"659,60",2019-02-06 00:00:00,6,2,2019,0,00:00:00,2019-02-06 00:00:00,2,30,0.04876
721,700,PH-20190206-01(X),"45,00","42,40","42,78",43.76,"523,70",2019-02-06 00:00:00,6,2,2019,1,01:00:00,2019-02-06 01:00:00,2,30,0.04376
722,701,PH-20190206-02(X),"44,20","39,22","40,99",42.7,"817,70",2019-02-06 00:00:00,6,2,2019,2,02:00:00,2019-02-06 02:00:00,2,30,0.0427
723,702,PH-20190206-03(X),"43,50","39,90","39,90",41.99,"970,50",2019-02-06 00:00:00,6,2,2019,3,03:00:00,2019-02-06 03:00:00,2,30,0.04199
724,703,PH-20190206-04(X),"44,00","39,20","44,00",42.05,"741,40",2019-02-06 00:00:00,6,2,2019,4,04:00:00,2019-02-06 04:00:00,2,30,0.04205
725,704,PH-20190206-05(X),"43,60","40,47","40,90",42.42,"425,20",2019-02-06 00:00:00,6,2,2019,5,05:00:00,2019-02-06 05:00:00,2,30,0.04242
726,705,PH-20190206-06(X),"44,80","38,62","43,70",42.85,"437,30",2019-02-06 00:00:00,6,2,2019,6,06:00:00,2019-02-06 06:00:00,2,30,0.04285
727,706,PH-20190206-07(X),"53,99","46,31","48,40",50.72,"428,50",2019-02-06 00:00:00,6,2,2019,7,07:00:00,2019-02-06 07:00:00,2,30,0.05072
728,707,PH-20190206-08(X),"61,20","51,70","51,70",59.1,"158,00",2019-02-06 00:00:00,6,2,2019,8,08:00:00,2019-02-06 08:00:00,2,30,0.0591
729,708,PH-20190206-09(X),"61,60","53,00","55,40",57.4,"208,90",2019-02-06 00:00:00,6,2,2019,9,09:00:00,2019-02-06 09:00:00,2,30,0.0574
730,709,PH-20190206-10(X),"52,00","45,80","48,80",48.18,"368,50",2019-02-06 00:00:00,6,2,2019,10,10:00:00,2019-02-06 10:00:00,2,30,0.04818
731,710,PH-20190206-11(X),"52,50","46,00","48,20",48.7,"378,20",2019-02-06 00:00:00,6,2,2019,11,11:00:00,2019-02-06 11:00:00,2,30,0.0487
732,711,PH-20190206-12(X),"50,60","45,50","48,80",48.54,"336,90",2019-02-06 00:00:00,6,2,2019,12,12:00:00,2019-02-06 12:00:00,2,30,0.04854
733,712,PH-20190206-13(X),"50,00","45,60","46,00",47.54,"515,20",2019-02-06 00:00:00,6,2,2019,13,13:00:00,2019-02-06 13:00:00,2,30,0.04754
734,713,PH-20190206-14(X),"49,90","45,80","46,10",47.56,"454,00",2019-02-06 00:00:00,6,2,2019,14,14:00:00,2019-02-06 14:00:00,2,30,0.047560000000000005
735,714,PH-20190206-15(X),"49,80","46,00","49,20",48.04,"600,30",2019-02-06 00:00:00,6,2,2019,15,15:00:00,2019-02-06 15:00:00,2,30,0.04804
736,715,PH-20190206-16(X),"51,90","46,50","50,50",48.95,"789,10",2019-02-06 00:00:00,6,2,2019,16,16:00:00,2019-02-06 16:00:00,2,30,0.04895
737,716,PH-20190206-17(X),"57,20","47,10","57,10",50.98,"702,30",2019-02-06 00:00:00,6,2,2019,17,17:00:00,2019-02-06 17:00:00,2,30,0.05098
738,717,PH-20190206-18(X),"60,01","53,80","58,20",57.63,"851,30",2019-02-06 00:00:00,6,2,2019,18,18:00:00,2019-02-06 18:00:00,2,30,0.05763
739,718,PH-20190206-19(X),"61,80","54,96","60,01",58.64,"637,30",2019-02-06 00:00:00,6,2,2019,19,19:00:00,2019-02-06 19:00:00,2,30,0.05864
740,719,PH-20190206-20(X),"64,00","52,30","64,00",58.54,"805,10",2019-02-06 00:00:00,6,2,2019,20,20:00:00,2019-02-06 20:00:00,2,30,0.05854
741,720,PH-20190206-21(X),"58,89","51,20","55,30",55.75,"593,50",2019-02-06 00:00:00,6,2,2019,21,21:00:00,2019-02-06 21:00:00,2,30,0.05575
742,721,PH-20190206-22(X),"53,89","48,62","52,71",51.04,"525,50",2019-02-06 00:00:00,6,2,2019,22,22:00:00,2019-02-06 22:00:00,2,30,0.05104
743,722,PH-20190206-23(X),"52,79","47,01","51,89",50.05,"600,80",2019-02-06 00:00:00,6,2,2019,23,23:00:00,2019-02-06 23:00:00,2,30,0.05005
744,723,PH-20190207-24(X),"50,00","36,20","50,00",39.73,"933,80",2019-02-07 00:00:00,7,2,2019,0,00:00:00,2019-02-07 00:00:00,3,31,0.039729999999999994
745,724,PH-20190207-01(X),"49,40","44,01","44,01",46.65,"409,00",2019-02-07 00:00:00,7,2,2019,1,01:00:00,2019-02-07 01:00:00,3,31,0.04665
746,725,PH-20190207-02(X),"46,10","40,29","41,30",42.65,"372,60",2019-02-07 00:00:00,7,2,2019,2,02:00:00,2019-02-07 02:00:00,3,31,0.04265
747,726,PH-20190207-03(X),"43,80","37,12","43,80",39.42,"985,70",2019-02-07 00:00:00,7,2,2019,3,03:00:00,2019-02-07 03:00:00,3,31,0.039420000000000004
748,727,PH-20190207-04(X),"42,50","34,61","42,00",37.58,"671,10",2019-02-07 00:00:00,7,2,2019,4,04:00:00,2019-02-07 04:00:00,3,31,0.037579999999999995
749,728,PH-20190207-05(X),"42,00","35,71","40,01",39.39,"446,60",2019-02-07 00:00:00,7,2,2019,5,05:00:00,2019-02-07 05:00:00,3,31,0.03939
750,729,PH-20190207-06(X),"42,88","36,50","42,88",39.6,"241,40",2019-02-07 00:00:00,7,2,2019,6,06:00:00,2019-02-07 06:00:00,3,31,0.0396
751,730,PH-20190207-07(X),"53,99","44,11","53,99",49.19,"265,20",2019-02-07 00:00:00,7,2,2019,7,07:00:00,2019-02-07 07:00:00,3,31,0.04919
752,731,PH-20190207-08(X),"62,16","53,40","59,00",55.24,"110,70",2019-02-07 00:00:00,7,2,2019,8,08:00:00,2019-02-07 08:00:00,3,31,0.055240000000000004
753,732,PH-20190207-09(X),"59,40","50,31","59,20",54.82,"165,30",2019-02-07 00:00:00,7,2,2019,9,09:00:00,2019-02-07 09:00:00,3,31,0.05482
754,733,PH-20190207-10(X),"60,90","51,80","59,99",57.06,"283,80",2019-02-07 00:00:00,7,2,2019,10,10:00:00,2019-02-07 10:00:00,3,31,0.05706
755,734,PH-20190207-11(X),"59,80","51,69","59,60",57.07,"635,80",2019-02-07 00:00:00,7,2,2019,11,11:00:00,2019-02-07 11:00:00,3,31,0.05707
756,735,PH-20190207-12(X),"59,30","47,87","57,49",56.52,"719,50",2019-02-07 00:00:00,7,2,2019,12,12:00:00,2019-02-07 12:00:00,3,31,0.05652
757,736,PH-20190207-13(X),"57,40","49,10","56,39",54.68,"902,60",2019-02-07 00:00:00,7,2,2019,13,13:00:00,2019-02-07 13:00:00,3,31,0.05468
758,737,PH-20190207-14(X),"56,00","43,69","53,90",53.04,"818,30",2019-02-07 00:00:00,7,2,2019,14,14:00:00,2019-02-07 14:00:00,3,31,0.05304
759,738,PH-20190207-15(X),"54,80","45,76","51,70",52.37,"1092,50",2019-02-07 00:00:00,7,2,2019,15,15:00:00,2019-02-07 15:00:00,3,31,0.05237
760,739,PH-20190207-16(X),"54,90","47,40","53,40",52.37,"967,50",2019-02-07 00:00:00,7,2,2019,16,16:00:00,2019-02-07 16:00:00,3,31,0.05237
761,740,PH-20190207-17(X),"53,80","45,80","49,80",51.87,"1146,50",2019-02-07 00:00:00,7,2,2019,17,17:00:00,2019-02-07 17:00:00,3,31,0.05187
762,741,PH-20190207-18(X),"58,80","51,70","56,40",56.55,"1237,60",2019-02-07 00:00:00,7,2,2019,18,18:00:00,2019-02-07 18:00:00,3,31,0.056549999999999996
763,742,PH-20190207-19(X),"59,10","51,00","55,16",56.84,"860,70",2019-02-07 00:00:00,7,2,2019,19,19:00:00,2019-02-07 19:00:00,3,31,0.05684
764,743,PH-20190207-20(X),"53,60","46,20","48,81",51.39,"622,80",2019-02-07 00:00:00,7,2,2019,20,20:00:00,2019-02-07 20:00:00,3,31,0.05139
765,744,PH-20190207-21(X),"51,20","46,80","50,00",49.76,"768,10",2019-02-07 00:00:00,7,2,2019,21,21:00:00,2019-02-07 21:00:00,3,31,0.04976
766,745,PH-20190207-22(X),"52,39","40,90","48,50",46.04,"455,30",2019-02-07 00:00:00,7,2,2019,22,22:00:00,2019-02-07 22:00:00,3,31,0.04604
767,746,PH-20190207-23(X),"48,19","40,30","46,90",44.2,"684,40",2019-02-07 00:00:00,7,2,2019,23,23:00:00,2019-02-07 23:00:00,3,31,0.0442
768,747,PH-20190208-24(X),"26,60","-1,98","-1,98",11.13,"1445,60",2019-02-08 00:00:00,8,2,2019,0,00:00:00,2019-02-08 00:00:00,4,32,0.011130000000000001
769,748,PH-20190208-01(X),"39,00","32,01","37,00",37.47,"910,80",2019-02-08 00:00:00,8,2,2019,1,01:00:00,2019-02-08 01:00:00,4,32,0.037469999999999996
770,749,PH-20190208-02(X),"38,70","32,61","37,50",37.96,"1104,50",2019-02-08 00:00:00,8,2,2019,2,02:00:00,2019-02-08 02:00:00,4,32,0.03796
771,750,PH-20190208-03(X),"41,47","31,32","41,47",36.05,"1004,10",2019-02-08 00:00:00,8,2,2019,3,03:00:00,2019-02-08 03:00:00,4,32,0.03605
772,751,PH-20190208-04(X),"41,00","31,19","39,20",37.0,"2086,00",2019-02-08 00:00:00,8,2,2019,4,04:00:00,2019-02-08 04:00:00,4,32,0.037
773,752,PH-20190208-05(X),"46,39","34,00","46,39",42.23,"942,60",2019-02-08 00:00:00,8,2,2019,5,05:00:00,2019-02-08 05:00:00,4,32,0.04223
774,753,PH-20190208-06(X),"46,20","40,90","45,99",43.89,"1055,50",2019-02-08 00:00:00,8,2,2019,6,06:00:00,2019-02-08 06:00:00,4,32,0.04389
775,754,PH-20190208-07(X),"51,30","46,80","48,60",49.6,"379,80",2019-02-08 00:00:00,8,2,2019,7,07:00:00,2019-02-08 07:00:00,4,32,0.0496
776,755,PH-20190208-08(X),"61,90","52,00","52,50",59.67,"270,00",2019-02-08 00:00:00,8,2,2019,8,08:00:00,2019-02-08 08:00:00,4,32,0.05967
777,756,PH-20190208-09(X),"60,80","51,46","51,46",59.73,"175,50",2019-02-08 00:00:00,8,2,2019,9,09:00:00,2019-02-08 09:00:00,4,32,0.05973
778,757,PH-20190208-10(X),"57,29","48,20","48,20",53.62,"139,00",2019-02-08 00:00:00,8,2,2019,10,10:00:00,2019-02-08 10:00:00,4,32,0.053619999999999994
779,758,PH-20190208-11(X),"55,70","41,10","41,10",48.55,"294,80",2019-02-08 00:00:00,8,2,2019,11,11:00:00,2019-02-08 11:00:00,4,32,0.048549999999999996
780,759,PH-20190208-12(X),"54,09","31,40","34,80",41.43,"398,90",2019-02-08 00:00:00,8,2,2019,12,12:00:00,2019-02-08 12:00:00,4,32,0.04143
781,760,PH-20190208-13(X),"48,20","30,40","32,30",35.04,"472,30",2019-02-08 00:00:00,8,2,2019,13,13:00:00,2019-02-08 13:00:00,4,32,0.03504
782,761,PH-20190208-14(X),"42,10","26,30","26,30",30.69,"380,40",2019-02-08 00:00:00,8,2,2019,14,14:00:00,2019-02-08 14:00:00,4,32,0.030690000000000002
783,762,PH-20190208-15(X),"41,90","7,00","7,00",27.64,"666,10",2019-02-08 00:00:00,8,2,2019,15,15:00:00,2019-02-08 15:00:00,4,32,0.02764
784,763,PH-20190208-16(X),"43,20","13,10","16,00",26.72,"539,20",2019-02-08 00:00:00,8,2,2019,16,16:00:00,2019-02-08 16:00:00,4,32,0.026719999999999997
785,764,PH-20190208-17(X),"44,90","16,10","30,40",27.97,"758,80",2019-02-08 00:00:00,8,2,2019,17,17:00:00,2019-02-08 17:00:00,4,32,0.02797
786,765,PH-20190208-18(X),"50,80","31,80","37,90",40.64,"770,70",2019-02-08 00:00:00,8,2,2019,18,18:00:00,2019-02-08 18:00:00,4,32,0.04064
787,766,PH-20190208-19(X),"52,10","36,00","36,00",42.35,"784,00",2019-02-08 00:00:00,8,2,2019,19,19:00:00,2019-02-08 19:00:00,4,32,0.04235
788,767,PH-20190208-20(X),"45,30","30,01","31,01",38.72,"511,90",2019-02-08 00:00:00,8,2,2019,20,20:00:00,2019-02-08 20:00:00,4,32,0.03872
789,768,PH-20190208-21(X),"42,50","17,51","19,70",29.6,"760,60",2019-02-08 00:00:00,8,2,2019,21,21:00:00,2019-02-08 21:00:00,4,32,0.0296
790,769,PH-20190208-22(X),"42,01","10,01","10,35",26.45,"1304,20",2019-02-08 00:00:00,8,2,2019,22,22:00:00,2019-02-08 22:00:00,4,32,0.026449999999999998
791,770,PH-20190208-23(X),"37,80","1,21","2,39",16.56,"1062,80",2019-02-08 00:00:00,8,2,2019,23,23:00:00,2019-02-08 23:00:00,4,32,0.01656
792,771,PH-20190209-24(X),"24,60","2,50","24,60",15.86,"1317,80",2019-02-09 00:00:00,9,2,2019,0,00:00:00,2019-02-09 00:00:00,5,33,0.01586
793,772,PH-20190209-01(X),"1,90","-7,02","-5,49",-5.32,"744,70",2019-02-09 00:00:00,9,2,2019,1,01:00:00,2019-02-09 01:00:00,5,33,-0.00532
794,773,PH-20190209-02(X),"1,10","-6,10","-0,90",-3.36,"961,90",2019-02-09 00:00:00,9,2,2019,2,02:00:00,2019-02-09 02:00:00,5,33,-0.0033599999999999997
795,774,PH-20190209-03(X),"21,09","-8,80","14,06",-1.88,"1109,80",2019-02-09 00:00:00,9,2,2019,3,03:00:00,2019-02-09 03:00:00,5,33,-0.00188
